demo_points,sim_static_points,joint_angles
"[[138.59103393554688, 314.3104248046875], [158.3395233154297, 58.664241790771484], [312.4184875488281, 41.29597091674805], [329.6158142089844, 263.17181396484375], [317.26531982421875, 351.7933349609375], [372.39556884765625, 343.57794189453125], [366.69720458984375, 313.3518981933594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.0660182702865148, 0.26093876563527674, -0.4374458125169531, -0.10090785260935435, 0.49957403224132274, -0.4995732915663927]"
"[[138.6097412109375, 314.3343811035156], [158.34393310546875, 58.66721725463867], [312.4336853027344, 41.27592086791992], [329.61248779296875, 263.1683654785156], [317.26629638671875, 351.7934875488281], [372.3867492675781, 343.5813903808594], [366.69976806640625, 313.3644714355469]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.07163374870176961, 0.26102456576072053, -0.4373327200992639, -0.1012890428603849, 0.4996169930307583, -0.49961625621341577]"
"[[138.62368774414062, 314.51031494140625], [156.68682861328125, 59.18207931518555], [308.3171691894531, 34.083839416503906], [327.3577880859375, 256.4830627441406], [315.2251281738281, 345.7623596191406], [370.7507629394531, 337.5443115234375], [364.7687072753906, 306.69500732421875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.07668767928063086, 0.261101783775453, -0.4372309229551797, -0.10163211408631238, 0.4996556607483679, -0.49965492684612467]"
"[[138.6781768798828, 314.68145751953125], [155.13327026367188, 59.51070785522461], [304.4356689453125, 27.29796600341797], [325.0572814941406, 249.90626525878906], [313.9735412597656, 339.9455871582031], [369.4338684082031, 331.4541320800781], [363.3974914550781, 300.2001037597656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.08123621680588386, 0.2611712782302762, -0.4371392938174959, -0.10194087818964713, 0.49969046422137137, -0.49968973247652654]"
"[[138.7289581298828, 314.85406494140625], [153.61195373535156, 60.08964538574219], [300.44384765625, 21.062088012695312], [323.0125427246094, 243.14305114746094], [312.8576965332031, 333.75531005859375], [368.2547302246094, 325.196533203125], [362.0588073730469, 293.5909423828125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.08532990058207977, 0.2612338218032216, -0.43705681802806345, -0.10221876588264839, 0.4997217894192837, -0.49972105923573285]"
"[[138.82920837402344, 315.0058288574219], [152.36119079589844, 60.836238861083984], [297.0228576660156, 14.816378593444824], [321.2156066894531, 236.34226989746094], [311.443359375, 327.6034240722656], [367.09356689453125, 318.96142578125], [360.4945983886719, 287.28033447265625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.08901421598346639, 0.26129010984535006, -0.43698258200110973, -0.10246886480634952, 0.4997499837973535, -0.4997492547086092]"
"[[138.91981506347656, 315.1693420410156], [151.04087829589844, 61.696983337402344], [293.3900146484375, 8.24549388885498], [319.3030090332031, 229.72479248046875], [310.2852478027344, 321.740966796875], [366.0718688964844, 312.88128662109375], [359.25048828125, 280.77117919921875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.0923300998469906, 0.26134076812415885, -0.4369157631871922, -0.10269395383768054, 0.49977536013314056, -0.49977463177642095]"
"[[138.91319274902344, 315.1861267089844], [151.03985595703125, 61.69430160522461], [293.3813171386719, 8.241153717041016], [319.2969055175781, 229.7296142578125], [310.28692626953125, 321.740234375], [366.07440185546875, 312.8793029785156], [359.2638854980469, 280.7079162597656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.09531439532600539, 0.2613863597908652, -0.43685562102891207, -0.10289653396587846, 0.4997981999818867, -0.4997974720771868]"
"[[138.93243408203125, 315.4454345703125], [149.86460876464844, 62.456581115722656], [296.12054443359375, -18.488780975341797], [317.4797058105469, 223.44915771484375], [309.1376953125, 315.8978576660156], [364.86004638671875, 307.1583251953125], [358.0387268066406, 274.35662841796875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.10149092064245957, 0.26142705169469477, -0.43679922855235764, -0.10482418533325091, 0.4998192295702335, -0.499818410870874]"
"[[138.9969482421875, 315.625732421875], [148.916015625, 63.38465118408203], [293.9765930175781, -37.025482177734375], [315.7652587890625, 217.19473266601562], [307.3316650390625, 310.1744079589844], [363.8565979003906, 301.72613525390625], [356.98773193359375, 268.30316162109375]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.10704979260357225, 0.26146399262467196, -0.43675059021830814, -0.10655907156388612, 0.499837713891659, -0.4998368986271744]"
"[[139.08432006835938, 315.82086181640625], [148.1631622314453, 64.19839477539062], [293.9765930175781, -37.025482177734375], [313.98211669921875, 212.2626495361328], [305.5419006347656, 305.1846923828125], [363.4486999511719, 296.6705017089844], [356.11407470703125, 263.5335998535156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.11205277723252137, 0.2614972920057439, -0.4367071645981479, -0.10812046917145782, 0.49985427684091854, -0.4998534787038068]"
"[[139.10623168945312, 315.9955749511719], [147.51914978027344, 64.88829040527344], [293.9765930175781, -37.025482177734375], [312.8086853027344, 208.28384399414062], [304.6307067871094, 301.46588134765625], [362.7904052734375, 292.906982421875], [355.3999328613281, 259.82012939453125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.11655546341630817, 0.26152725456685766, -0.43666803517220554, -0.10952572701827235, 0.49986919324062384, -0.49986840863086507]"
"[[139.11256408691406, 315.99761962890625], [147.5156707763672, 64.89302062988281], [293.9765930175781, -37.025482177734375], [312.79986572265625, 208.291748046875], [304.6321105957031, 301.4560241699219], [362.7979431152344, 292.9108581542969], [355.39691162109375, 259.8057861328125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.12060788099810127, 0.26155421451128624, -0.4366327758179329, -0.11079045908040541, 0.4998826270113136, -0.49988185283094455]"
"[[139.22242736816406, 316.1913757324219], [147.06015014648438, 65.52702331542969], [293.9765930175781, -37.025482177734375], [311.80047607421875, 205.1946563720703], [303.6009521484375, 298.656494140625], [362.2896423339844, 289.9200439453125], [354.6795654296875, 256.69842529296875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.12425505683635484, 0.26157847277600815, -0.43660100405291585, -0.11192871793632518, 0.49989472546632385, -0.49989395911070367]"
"[[139.23814392089844, 316.3411865234375], [146.72866821289062, 65.98226928710938], [293.9765930175781, -37.025482177734375], [311.2669677734375, 202.7945098876953], [302.5421142578125, 296.5120544433594], [361.7573547363281, 287.9661865234375], [354.3776550292969, 254.59925842285156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.12753751510386566, 0.2616003001318845, -0.43657237516260583, -0.11295315090665298, 0.499905621288177, -0.4999048605773009]"
"[[139.33038330078125, 316.56292724609375], [146.67234802246094, 66.41455078125], [293.9765930175781, -37.025482177734375], [310.6981201171875, 201.5792236328125], [301.7986755371094, 295.4926452636719], [361.5102233886719, 286.8894348144531], [354.1236572265625, 253.4376678466797]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.1304917275563206, 0.2616199402072724, -0.43654657846906, -0.11387514057994799, 0.49991543398219834, -0.4999146771006872]"
"[[139.4109344482422, 316.6112365722656], [146.83074951171875, 66.8653564453125], [293.9765930175781, -37.025482177734375], [310.4880065917969, 201.35476684570312], [301.6128845214844, 295.27105712890625], [361.2099609375, 286.64154052734375], [353.7574157714844, 253.05966186523438]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.1331505187739889, 0.2616376122094266, -0.4365233339740883, -0.1147049312859135, 0.4999242711844825, -0.4999235166294414]"
"[[139.5663604736328, 316.7827453613281], [147.15264892578125, 67.223876953125], [293.9765930175781, -37.025482177734375], [310.0235900878906, 201.48704528808594], [301.40789794921875, 295.3088073730469], [360.9317626953125, 286.83209228515625], [353.61517333984375, 253.33656311035156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.1355434308792472, 0.2616535133730262, -0.43650238933342084, -0.11545174292128245, 0.4999322298400245, -0.4999314763758013]"
"[[139.5860137939453, 316.7884826660156], [147.1492462158203, 67.23056030273438], [293.9765930175781, -37.025482177734375], [310.02313232421875, 201.4842529296875], [301.4090270996094, 295.30859375], [360.9131774902344, 286.8315734863281], [353.6086120605469, 253.34518432617188]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.14293304049957797, 0.26166744940269254, -0.4364810384320875, -0.11786920264510883, 0.49993991625893636, -0.49993906282556283]"
"[[139.67562866210938, 316.9954528808594], [147.398193359375, 67.51969909667969], [293.9765930175781, -37.025482177734375], [309.98040771484375, 201.88490295410156], [301.1114196777344, 295.59869384765625], [360.7630920410156, 287.0813903808594], [353.4430847167969, 253.717041015625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.14958368808187472, 0.2616804079688769, -0.43646459630203044, -0.12004491639655258, 0.49994625330402653, -0.4999454218275037]"
"[[139.7150115966797, 317.1874694824219], [147.78440856933594, 67.82432556152344], [293.9765930175781, -37.025482177734375], [309.8323059082031, 202.45556640625], [300.6587829589844, 296.0553283691406], [360.4806213378906, 287.5826721191406], [353.2723083496094, 254.33306884765625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.15556927093101364, 0.2616920609744941, -0.4364497327871569, -0.12200305877285196, 0.4999519704035964, -0.4999511560113338]"
"[[139.80291748046875, 317.44573974609375], [148.1846466064453, 68.23307800292969], [293.9765930175781, -37.025482177734375], [309.7470397949219, 202.97177124023438], [300.4728698730469, 296.50958251953125], [360.46282958984375, 288.1409912109375], [353.1662292480469, 254.69570922851562]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.16095629552191282, 0.2617025383538977, -0.43643628589338485, -0.1237653869115214, 0.49995713041605744, -0.4999563285567559]"
"[[139.94723510742188, 317.6241760253906], [148.49176025390625, 68.57890319824219], [293.9765930175781, -37.025482177734375], [309.6214904785156, 203.48931884765625], [300.2914733886719, 296.9512939453125], [360.3333435058594, 288.478759765625], [353.0848693847656, 255.15762329101562]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.16580461767763646, 0.26171195873559666, -0.4364241210966233, -0.1253514822363239, 0.4999617875538228, -0.4999609944208049]"
"[[139.97299194335938, 317.6275329589844], [148.4955596923828, 68.59821319580078], [293.9765930175781, -37.025482177734375], [309.6019592285156, 203.49142456054688], [300.2991943359375, 296.95025634765625], [360.3310241699219, 288.5050354003906], [353.07769775390625, 255.16732788085938]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.17016810763920914, 0.2617204287825246, -0.4364131166482765, -0.12677896802864613, 0.4999659907497892, -0.49996520317939125]"
"[[140.12939453125, 317.7995910644531], [148.7589874267578, 69.03321838378906], [293.9765930175781, -37.025482177734375], [309.5474853515625, 203.94981384277344], [300.3072509765625, 297.4634704589844], [360.13067626953125, 288.90435791015625], [352.92083740234375, 255.6302947998047]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.1740952486238126, 0.26172804439131936, -0.43640316231287135, -0.12806370524173616, 0.4999697841821691, -0.4999689995628192]"
"[[140.15704345703125, 318.0826721191406], [149.0146942138672, 69.3360824584961], [293.9765930175781, -37.025482177734375], [309.52880859375, 204.26177978515625], [300.1690368652344, 297.7178955078125], [360.04437255859375, 289.22308349609375], [352.7855224609375, 255.79286193847656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.17762967552714437, 0.26173489177876713, -0.43639415827995426, -0.12921996873351718, 0.4999732077367592, -0.4999724239296359]"
"[[140.17160034179688, 318.2284240722656], [149.3477020263672, 69.7469253540039], [293.9765930175781, -37.025482177734375], [309.5250244140625, 204.58375549316406], [300.0011901855469, 297.8004150390625], [359.9017028808594, 289.50579833984375], [352.68121337890625, 255.99281311035156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.18081065975554264, 0.2617410484588999, -0.43638601418066575, -0.1302606058761201, 0.49997629742383154, -0.49997551269379736]"
"[[140.279296875, 318.4669494628906], [149.46885681152344, 70.27944946289062], [293.9765930175781, -37.025482177734375], [309.7080383300781, 204.5792236328125], [300.0368957519531, 297.76220703125], [359.89227294921875, 289.4891357421875], [352.6941833496094, 256.111572265625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.1836735455749003, 0.2617465841216189, -0.43637864819799665, -0.13119717930446273, 0.4999790857543014, -0.4999782987099083]"
"[[140.3015899658203, 318.46783447265625], [149.4718475341797, 70.28593444824219], [293.9765930175781, -37.025482177734375], [309.68817138671875, 204.58224487304688], [300.0375671386719, 297.75921630859375], [359.8924255371094, 289.4877014160156], [352.6929016113281, 256.1136779785156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.1897408034663733, 0.2617507343771997, -0.43636645086900017, -0.13553075389395974, 0.49998276159952565, -0.49998174704579673]"
"[[140.7315673828125, 318.98492431640625], [149.2460479736328, 70.64142608642578], [293.9765930175781, -37.025482177734375], [310.8907470703125, 204.12489318847656], [300.871826171875, 297.0848083496094], [360.6470947265625, 288.7952575683594], [353.5692138671875, 255.3601531982422]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.19520133337561152, 0.2617553180631353, -0.43636114993232394, -0.13943097102450708, 0.4999848807644563, -0.4999838912061413]"
"[[141.5672607421875, 319.8453063964844], [148.51162719726562, 71.1969223022461], [293.9765930175781, -37.025482177734375], [312.90130615234375, 203.15054321289062], [302.9663391113281, 295.8115539550781], [362.38812255859375, 287.1988220214844], [355.3614501953125, 254.22265625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2001158101873254, 0.2617594846009553, -0.4363566536985198, -0.14294116644199967, 0.49998673049217207, -0.49998577451109855]"
"[[142.60263061523438, 320.7538757324219], [147.59292602539062, 71.76954650878906], [293.9765930175781, -37.025482177734375], [315.9401550292969, 201.76422119140625], [305.9276123046875, 294.2385559082031], [365.00262451171875, 285.26263427734375], [358.255126953125, 252.41403198242188]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2045388393602211, 0.2617632180653826, -0.4363524954438843, -0.146100342317743, 0.49998841863617477, -0.4999874883064073]"
"[[143.9585418701172, 321.9942626953125], [146.39028930664062, 72.6705093383789], [293.9765930175781, -37.025482177734375], [319.702880859375, 200.31027221679688], [309.85980224609375, 292.3394470214844], [368.373779296875, 282.9623718261719], [361.6668701171875, 250.32379150390625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.20851956565562693, 0.26176656274548155, -0.43634864792736405, -0.148943600605912, 0.499989959978307, -0.49998904843279407]"
"[[143.95896911621094, 321.9956359863281], [146.39060974121094, 72.67118072509766], [293.9765930175781, -37.025482177734375], [319.68402099609375, 200.30828857421875], [309.85931396484375, 292.33941650390625], [368.3724365234375, 282.9554443359375], [361.6513366699219, 250.3012237548828]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21210221935813411, 0.2617695587367664, -0.43634508824129714, -0.1515025330652641, 0.4999913674855284, -0.4999904688761245]"
"[[145.5813446044922, 323.2795715332031], [145.07786560058594, 73.55763244628906], [293.9765930175781, -37.025482177734375], [323.8291015625, 198.68214416503906], [314.4188537597656, 290.4388122558594], [372.18695068359375, 280.3585510253906], [365.6915283203125, 248.40626525878906]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21532660772403395, 0.2617722420650148, -0.4363417953891377, -0.15380557227868097, 0.49999265290809025, -0.4999917622887394]"
"[[147.6815185546875, 324.6185302734375], [143.66212463378906, 74.46147918701172], [293.9765930175781, -37.025482177734375], [328.4981994628906, 196.99887084960938], [319.18310546875, 288.168212890625], [376.3348693847656, 277.7171325683594], [370.02545166015625, 246.21234130859375]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21822855728416346, 0.26177464508702164, -0.43633875004676637, -0.15587830757075616, 0.4999938269111661, -0.4999929401306826]"
"[[150.03475952148438, 326.0935363769531], [142.43467712402344, 75.6051025390625], [293.9765930175781, -37.025482177734375], [333.3502502441406, 195.14955139160156], [324.57098388671875, 285.61712646484375], [380.7609558105469, 274.4071044921875], [374.54852294921875, 243.71212768554688]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.22084031191645662, 0.2617767968551213, -0.4363359343743984, -0.15774376933362383, 0.49999489918769635, -0.4999940127923013]"
"[[152.56480407714844, 327.6251220703125], [141.16246032714844, 76.6044692993164], [293.9765930175781, -37.025482177734375], [339.05377197265625, 193.04539489746094], [329.7358093261719, 282.6788330078125], [384.92034912109375, 270.5009460449219], [378.7269592285156, 240.5323944091797]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.22319089111123544, 0.26177872344710623, -0.43633333186055134, -0.15942268492020473, 0.49999587855715827, -0.4999949897023631]"
"[[152.5938262939453, 327.6446838378906], [141.16436767578125, 76.61259460449219], [293.9765930175781, -37.025482177734375], [339.0556335449219, 193.05487060546875], [329.7265319824219, 282.66912841796875], [384.91583251953125, 270.4959411621094], [378.72369384765625, 240.56936645507812]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2270517338502249, 0.2617834741397889, -0.432860665557287, -0.16093370894812756, 0.499992500635077, -0.4999924365929855]"
"[[155.17550659179688, 329.12353515625], [139.94174194335938, 77.68111419677734], [293.9765930175781, -37.025482177734375], [343.77276611328125, 190.70004272460938], [335.28070068359375, 279.50836181640625], [388.9183349609375, 266.5480651855469], [382.9355163574219, 237.56980895996094]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.23052650082778386, 0.26178444995994776, -0.4297130310759031, -0.1622936305732581, 0.49999412184949726, -0.4999938956681727]"
"[[158.3450927734375, 330.7705993652344], [138.79039001464844, 78.8272705078125], [293.9765930175781, -37.025482177734375], [348.6954040527344, 188.45481872558594], [340.2812194824219, 276.27734375], [392.70599365234375, 262.60675048828125], [386.8425598144531, 234.2822723388672]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.23365379106990244, 0.2617853406631465, -0.42688025146171793, -0.1635175600358756, 0.4999955652230862, -0.4999951967202227]"
"[[161.619140625, 332.2264099121094], [137.7166748046875, 80.14618682861328], [293.9765930175781, -37.025482177734375], [353.45751953125, 185.7343292236328], [344.9632568359375, 273.0051574707031], [396.2816162109375, 258.35357666015625], [390.48052978515625, 230.84054565429688]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.23646835221248083, 0.2617861698183449, -0.4243309410708887, -0.16461909655223134, 0.49999682687397057, -0.49999633797227105]"
"[[165.27301025390625, 333.5758972167969], [136.83236694335938, 81.4443359375], [293.9765930175781, -37.025482177734375], [357.8636474609375, 183.16110229492188], [349.3962707519531, 269.36376953125], [399.2224426269531, 254.155029296875], [393.3318176269531, 228.57577514648438]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2390014571738856, 0.2617869406430062, -0.4220367320613519, -0.1656104794169515, 0.4999979288456713, -0.4999973384422746]"
"[[165.26097106933594, 333.5848388671875], [136.84295654296875, 81.44783020019531], [293.9765930175781, -37.025482177734375], [357.8375244140625, 183.16212463378906], [349.3949279785156, 269.36376953125], [399.2311096191406, 254.14559936523438], [393.3285217285156, 228.5742950439453]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.24128125157981664, 0.26178765628952344, -0.41997209533260865, -0.16650272399519966, 0.499998890668713, -0.4999982150137431]"
"[[168.63217163085938, 334.9477844238281], [136.2606201171875, 82.84980010986328], [293.9765930175781, -37.025482177734375], [361.93017578125, 180.24351501464844], [353.516845703125, 265.80810546875], [401.7342529296875, 249.9056396484375], [395.833984375, 225.5805206298828]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.24333306649246958, 0.2617883199060671, -0.41811405696866605, -0.167305744115623, 0.4999997295240254, -0.4999989825749773]"
"[[172.59886169433594, 336.0097351074219], [135.83197021484375, 84.40281677246094], [293.9765930175781, -37.025482177734375], [365.31292724609375, 177.6068878173828], [356.8305358886719, 262.3785400390625], [403.54840087890625, 245.36215209960938], [397.4321594238281, 223.73646545410156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.24517969986701432, 0.26178893459780517, -0.41644194241874627, -0.16802846222400397, 0.5000004605248776, -0.499999654253919]"
"[[176.5736846923828, 337.2080383300781], [135.69712829589844, 85.8564224243164], [293.9765930175781, -37.025482177734375], [368.2945251464844, 175.0734100341797], [359.6275329589844, 258.98681640625], [404.85906982421875, 241.3291778564453], [398.5813903808594, 221.88552856445312]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.24684163412864749, 0.2618036675785502, -0.3958328889470552, -0.17391489627752985, 0.49998081044256026, -0.49998381019735244]"
"[[180.73660278320312, 338.1156921386719], [135.7920684814453, 87.12776947021484], [293.9765930175781, -37.025482177734375], [370.8468017578125, 172.2401885986328], [361.75927734375, 255.30755615234375], [405.5487976074219, 237.22726440429688], [399.2604675292969, 219.2578125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.24833741331995246, 0.2618016869564234, -0.3771833381983869, -0.17921268692570314, 0.49998498488773074, -0.4999872658261522]"
"[[180.7435760498047, 338.09130859375], [135.78884887695312, 87.1341323852539], [293.9765930175781, -37.025482177734375], [370.853759765625, 172.24093627929688], [361.75439453125, 255.30673217773438], [405.5549621582031, 237.22752380371094], [399.2695007324219, 219.1636962890625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.24968361409709927, 0.2618000758217575, -0.36039997302563925, -0.1839806985090591, 0.4999885191323749, -0.49999020238727787]"
"[[184.94198608398438, 339.2899169921875], [136.09461975097656, 88.46865844726562], [293.9765930175781, -37.025482177734375], [372.70513916015625, 169.81784057617188], [363.5335693359375, 251.82017517089844], [405.62384033203125, 233.5549774169922], [399.2942199707031, 216.38938903808594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2508951942632849, 0.2617988240622636, -0.3452963111761474, -0.18827190893407947, 0.49999142889407067, -0.49999262961323976]"
"[[189.4056854248047, 340.1094665527344], [136.49755859375, 89.68031311035156], [293.9765930175781, -37.025482177734375], [373.8747253417969, 167.11827087402344], [364.8376159667969, 248.33473205566406], [404.98114013671875, 229.66241455078125], [398.3818054199219, 213.26138305664062]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.25198561598745695, 0.26179785947189516, -0.33170411726827953, -0.1921339983165978, 0.49999382287623184, -0.4999946341576979]"
"[[193.85928344726562, 340.705322265625], [137.43820190429688, 91.0275650024414], [293.9765930175781, -37.025482177734375], [374.42010498046875, 164.6395263671875], [365.3080139160156, 244.84762573242188], [403.8514404296875, 225.71652221679688], [396.830810546875, 210.43563842773438]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2529669951971678, 0.2617971244614639, -0.31947203726336026, -0.1956098787608643, 0.49999579018707585, -0.4999962875252966]"
